Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
MAKSONSPIN,Textile," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "," 238,232,540 "
MALEKSPIN,Textile," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "," 193,600,000 "
MARICO,Pharmaceuticals," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "," 31,500,000 "
MATINSPINN,Textile," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "," 97,490,000 "
MBL1STMF,Mutual Fund," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "," 100,000,000 "
MEGCONMILK,Foods & Allied," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "," 16,000,000 "
MEGHNACEM,Cement," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "," 22,500,400 "
MEGHNALIFE,Life Insurance," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "," 33,521,926 "
MEGHNAPET,Foods & Allied," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "," 12,000,000 "
MERCANBANK,Bank," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "," 775,933,962 "
MERCINS,General Insurance," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "," 43,095,360 "
METROSPIN,Textile," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "," 60,488,505 "
MHSML,Textile," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "," 94,298,203 "
MICEMENT,Cement," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "," 148,500,000 "
MIDASFIN,NBFI," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "," 120,268,704 "
MIRACLEIND,Industrial," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "," 31,355,112 "
MITHUNKNIT,Textile," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "," 32,491,165 "
MJLBD,Fuel & Power," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "," 301,668,598 "
MODERNDYE,Textile," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "," 1,368,000 "
MODERNIND,Foods & Allied, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
MONNOCERA,Ceramic," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "," 25,124,421 "
MONNOFABR,Textile, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
MONNOJTX,Jute, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
MONNOSTAF,Industrial," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "," 400,000 "
MPETROLEUM,Fuel & Power," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "," 108,216,108 "
MTB,Bank," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "," 509,656,055 "
NATLIFEINS,Life Insurance," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "," 94,366,970 "
NAVANACNG,Industrial," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "," 68,528,592 "
NBL,Bank," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "," 2,370,453,536 "
NCCBANK,Bank," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "," 883,215,865 "
NCCBLMF1,Mutual Fund," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "," 108,503,401 "
NFML,Industrial," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "," 80,707,000 "
