Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
DHAKABANK,Bank," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "," 722,295,706 "
DHAKAFISH,Foods & Allied, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
DHAKAINS,General Insurance," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "," 40,125,000 "
DSHGARME,Textile," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "," 6,045,780 "
DULAMIACOT,Textile," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "," 7,556,600 "
DUTCHBANGL,Bank," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "
EASTERNINS,General Insurance," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "," 43,110,144 "
EASTLAND,General Insurance," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "," 68,712,716 "
EASTRNLUB,Fuel & Power," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "," 994,000 "
EBL,Bank," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "," 737,999,591 "
EBL1STMF,Mutual Fund," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "," 138,964,635 "
EBLNRBMF,Mutual Fund," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "," 219,969,396 "
ECABLES,Industrial," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "," 24,000,000 "
EHL,Industrial," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "," 93,345,155 "
EMERALDOIL,Foods & Allied," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "," 59,713,500 "
ENGINEER,Industrial, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
ENVOYTEX,Textile," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "," 164,445,852 "
EXIM1STMF,Mutual Fund," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "," 137,722,633 "
EXIMBANK,Bank," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "," 1,851,461,189 "
FAMILYTEX,Textile," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "," 337,295,609 "
FARCHEM,Pharmaceuticals," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "," 180,242,499 "
FAREASTFIN,NBFI," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "," 164,063,331 "
FAREASTLIF,Life Insurance," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "," 64,993,698 "
FEDERALINS,General Insurance," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "," 62,521,218 "
FASFIN,NBFI," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "," 132,830,692 "
FBFIF,Mutual Fund," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "," 768,513,414 "
FEKDIL,Textile," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "," 185,675,387 "
FINEFOODS,Foods & Allied," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "," 13,566,914 "
FIRSTSBANK,Bank," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "," 712,817,582 "
FIRSTFIN,NBFI," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "," 122,031,271 "
